productID,product_name,product_price,number_of_ordered_items,order_status,customer_name,location,latitude,longitude,channel_of_ordering,date
P00020,Laptop,1791.26,2,Canceled,Jeanette Hunter,Wisconsin,44.268543,-89.616508,Mobile App,45361
P00023,Tablet,291.81,2,Delivered,Timothy Hicks,Hawaii,21.094318,-157.498337,Mobile App,45361
P00020,Graphics Card,313.26,1,Delivered,Megan Bailey,Idaho,44.240459,-114.478828,Phone,45361
P00017,Speaker,107.11,1,Delivered,Catherine Villarreal,New York,42.165726,-74.948051,Mobile App,45361
P00001,Keyboard,143.53,5,Delivered,Jennifer Barajas,Texas,31.054487,-97.563461,Website,45361
P00016,Monitor,703.52,5,On Hold,Frank Randall,North Carolina,35.630066,-79.806419,Website,45361
P00003,Headphones,50.13,1,On Hold,Vanessa James,Indiana,39.849426,-86.258278,Physical,45361
P00006,Drone,2182.19,2,Delivered,Joseph Brooks,Maryland,39.063946,-76.802101,Website,45361
P00017,Headphones,52.79,2,Canceled,Jessica Mora,Oklahoma,35.565342,-96.928917,Social Media,45362
P00022,Laptop,1062.78,1,Delivered,Kristina Baker,Ohio,40.388783,-82.764915,Website,45362
P00024,Mouse,41.14,4,On Hold,Corey Farmer,Illinois,40.349457,-88.986137,Phone,45362
P00020,Projector,963.14,1,On Hold,Anthony Rodriguez,Florida,27.766279,-81.686783,Physical,45362
P00003,USB Drive,36.46,3,Delivered,Marcus Moran,Hawaii,21.094318,-157.498337,Mobile App,45362
P00003,Headphones,130.2,2,Delivered,Billy King,Delaware,39.318523,-75.507141,Physical,45362
P00018,Keyboard,38.62,1,Canceled,Kathy Russell,Wyoming,42.755966,-107.30249,Phone,45362
P00007,Router,214.51,4,In Process,Matthew Torres,Wyoming,42.755966,-107.30249,Website,45362
P00003,Scanner,279.78,5,Delivered,Patrick Mccullough,Minnesota,45.694454,-93.900192,Phone,45362
P00018,Keyboard,113.32,2,Delivered,Jessica Myers,Michigan,43.326618,-84.536095,Website,45362
P00007,Hard Disk,113.62,5,Delivered,Brandon Watson,Georgia,33.040619,-83.643074,Social Media,45362
P00016,Gaming Console,347.22,4,In Process,Cody Morrison,South Dakota,44.299782,-99.438828,Mobile App,45362
P00014,Smartphone,977.53,3,On Hold,Ronald Herrera,Florida,27.766279,-81.686783,Social Media,45362
P00012,Smartwatch,119.85,1,Canceled,Dustin Fisher,Mississippi,32.741646,-89.678696,Phone,45362
P00023,Drone,1368.96,1,Delivered,Hayden Cuevas,West Virginia,38.491226,-80.954456,Mobile App,45362
P00013,Power Bank,77.75,3,In Process,Crystal Patterson,Alaska,61.370716,-152.404419,Phone,45362
P00009,Camera,982.41,4,Delivered,Paul Bailey,North Dakota,47.528912,-99.784012,Physical,45362
P00015,Drone,1243.92,5,Canceled,Lee Coleman,Texas,31.054487,-97.563461,Social Media,45362
P00001,Scanner,118.63,5,In Process,Garrett Campbell,Colorado,39.059811,-105.311104,Website,45362
P00003,Smart TV,385.94,1,Delivered,Elizabeth Christensen,North Dakota,47.528912,-99.784012,Social Media,45362
P00017,Camera,659.91,1,Canceled,Donna Burton,New Jersey,40.298904,-74.521011,Website,45362
P00016,Charger,46.61,4,Delivered,Tamara Murphy,Nebraska,41.12537,-98.268082,Physical,45362
P00010,Smartphone,1054.43,5,On Hold,Samantha Mays,Oregon,44.572021,-122.070938,Phone,45362
P00012,Speaker,246.62,1,Delivered,Sarah Estrada,Washington,47.400902,-121.490494,Social Media,45362
P00018,Printer,280,1,In Process,Andrew Page MD,Utah,40.150032,-111.862434,Mobile App,45362
P00012,VR Headset,542.25,5,In Process,Taylor Ellis,Virginia,37.769337,-78.169968,Phone,45362
P00002,Mouse,65.67,1,Delivered,Daniel Rosales PhD,New Mexico,34.840515,-106.248482,Phone,45363
P00008,Speaker,408.24,5,On Hold,Robert Watkins,Minnesota,45.694454,-93.900192,Phone,45363
P00010,Smartwatch,387.94,5,Canceled,Natasha Wade,Alaska,61.370716,-152.404419,Social Media,45363
P00017,Drone,1459.78,5,On Hold,Philip Long,West Virginia,38.491226,-80.954456,Social Media,45363
P00013,Camera,1285.97,2,Canceled,Derek Foster,Kansas,38.5266,-96.726486,Website,45363
P00009,Speaker,155.25,3,In Process,Brandy King,Oklahoma,35.565342,-96.928917,Physical,45363
P00014,Printer,381.34,4,Delivered,Timothy Parks,Ohio,40.388783,-82.764915,Social Media,45363
P00023,Scanner,240.59,4,Canceled,Beth Ochoa,South Dakota,44.299782,-99.438828,Mobile App,45363
P00008,Monitor,383.12,1,In Process,Louis Church,Wisconsin,44.268543,-89.616508,Website,45363
P00008,Smart TV,649.83,1,On Hold,Danielle Blankenship,North Dakota,47.528912,-99.784012,Mobile App,45363
P00021,Charger,29.06,3,Canceled,Laura Hoover,Virginia,37.769337,-78.169968,Mobile App,45363
P00008,Gaming Console,315.2,3,In Process,Chad Sanchez,Vermont,44.045876,-72.710686,Social Media,45363
P00020,VR Headset,864.36,2,Canceled,Kim Smith,Tennessee,35.747845,-86.692345,Physical,45363
P00023,Drone,2426.85,4,In Process,Morgan Black,Arkansas,34.969704,-92.373123,Phone,45363
P00015,Monitor,376.03,1,Canceled,Julia Acosta,Nevada,38.313515,-117.055374,Phone,45363
P00018,Monitor,390.54,1,In Process,Brendan Harris,Wisconsin,44.268543,-89.616508,Website,45363
P00020,Smartwatch,183.07,1,Canceled,Laurie Mccall,Ohio,40.388783,-82.764915,Website,45363
P00018,Tablet,246.19,1,Delivered,Sherry Jones,New York,42.165726,-74.948051,Social Media,45363
P00006,Laptop,792.58,5,Delivered,Andrew Hunter,South Dakota,44.299782,-99.438828,Physical,45363
P00006,Drone,2340.66,5,On Hold,Julie Morales,Alabama,32.806671,-86.79113,Mobile App,45363
P00008,Smartwatch,343.12,5,Delivered,Barbara Kerr,California,36.116203,-119.681564,Mobile App,45363
P00012,Drone,1168.35,5,In Process,Benjamin White,North Dakota,47.528912,-99.784012,Physical,45363
P00023,Tablet,309.51,5,Canceled,Jaime Taylor,Connecticut,41.597782,-72.755371,Mobile App,45363
P00013,Mouse,41.24,1,On Hold,William Kramer,Maryland,39.063946,-76.802101,Phone,45363
P00012,Keyboard,71.74,3,On Hold,Richard Rasmussen,Illinois,40.349457,-88.986137,Social Media,45363
P00017,Smart TV,812.6,1,In Process,Jeremy Smith,Florida,27.766279,-81.686783,Physical,45363
P00019,Camera,1944.87,4,Canceled,Eddie Paul,North Dakota,47.528912,-99.784012,Physical,45364
P00007,Headphones,50.94,5,Delivered,Tammy Perkins,Oregon,44.572021,-122.070938,Website,45364
P00003,Headphones,226.79,3,On Hold,Danielle Hines MD,Delaware,39.318523,-75.507141,Social Media,45364
P00018,Smart Home Hub,460.35,3,On Hold,Eric Holt,Wyoming,42.755966,-107.30249,Physical,45364
P00013,Keyboard,127.77,1,On Hold,Jamie Banks,Missouri,38.456085,-92.288368,Phone,45364
P00009,Smart TV,1418.93,5,Delivered,Christine Perez,Oklahoma,35.565342,-96.928917,Website,45364
P00008,Router,145.24,5,In Process,Joshua Yoder,Oklahoma,35.565342,-96.928917,Social Media,45364
P00002,Router,169.4,4,Delivered,Andrew Gonzales,Maryland,39.063946,-76.802101,Phone,45364
P00023,Camera,2239.72,1,Canceled,Tyler Freeman,Arkansas,34.969704,-92.373123,Mobile App,45364
P00008,Charger,24.39,2,Canceled,Hayden Warren,Nebraska,41.12537,-98.268082,Physical,45364
P00005,Graphics Card,1916.99,4,Canceled,Cody Morris,Wisconsin,44.268543,-89.616508,Social Media,45364
P00004,Monitor,928.01,4,On Hold,Emily Stein,Pennsylvania,40.590752,-77.209755,Social Media,45364
P00003,Graphics Card,1185.96,2,In Process,Nicole Sparks,Kentucky,37.66814,-84.670067,Physical,45364
P00022,Power Bank,20.42,3,In Process,Carrie Cook,North Carolina,35.630066,-79.806419,Social Media,45364
P00022,Monitor,820.9,5,Delivered,Kimberly Mendoza,South Dakota,44.299782,-99.438828,Website,45364
P00015,USB Drive,49.04,3,On Hold,Evelyn Whitaker,Vermont,44.045876,-72.710686,Mobile App,45364
P00012,Smart TV,875.57,4,Delivered,Erik Cochran,Iowa,42.011539,-93.210526,Website,45364
P00012,Speaker,248.63,4,Delivered,Mr. Daniel Roberts,North Dakota,47.528912,-99.784012,Phone,45364
P00020,Projector,413.63,5,On Hold,Daniel Wells,Arkansas,34.969704,-92.373123,Mobile App,45364
P00007,Gaming Console,444.17,3,Canceled,Rebecca Miller,Idaho,44.240459,-114.478828,Mobile App,45364
P00020,USB Drive,44.14,3,Canceled,Heather Little,Massachusetts,42.230171,-71.530106,Website,45364
P00004,Smart TV,1044.71,2,In Process,Tom Maldonado,Connecticut,41.597782,-72.755371,Phone,45364
P00015,Headphones,183.82,4,In Process,Christina Franco,Texas,31.054487,-97.563461,Physical,45364
P00013,Camera,2176.45,3,Canceled,Jasmine Lopez,Pennsylvania,40.590752,-77.209755,Website,45364
P00006,Keyboard,130.53,5,Delivered,Jessica Wood,New Mexico,34.840515,-106.248482,Website,45364
P00014,Router,163.17,4,On Hold,Jennifer Stout,Virginia,37.769337,-78.169968,Physical,45364
P00012,Scanner,162.88,1,On Hold,Joshua Suarez,Pennsylvania,40.590752,-77.209755,Phone,45364
P00002,Laptop,1284.13,2,Delivered,Mark Charles,Maryland,39.063946,-76.802101,Phone,45364
P00010,Headphones,208.79,3,Canceled,Stephanie Russell,North Dakota,47.528912,-99.784012,Physical,45364
P00002,Tablet,693.14,4,In Process,Brittney Cummings,New York,42.165726,-74.948051,Physical,45364
P00003,Laptop,1833.3,1,In Process,Jennifer Herrera,Iowa,42.011539,-93.210526,Mobile App,45364
P00006,VR Headset,218.46,1,In Process,George Robinson,Ohio,40.388783,-82.764915,Social Media,45364
P00015,Charger,36.72,2,On Hold,Rebecca Thompson,Virginia,37.769337,-78.169968,Phone,45364
P00005,Speaker,333.63,2,Delivered,Kelsey Williams,Louisiana,31.169546,-91.867805,Physical,45364
P00016,Headphones,222.74,5,In Process,Rachel Turner,Delaware,39.318523,-75.507141,Physical,45364
P00010,Smart TV,895.69,2,In Process,Kristen Kelley,North Carolina,35.630066,-79.806419,Social Media,45364
P00015,Camera,2214.42,2,Delivered,Janet Taylor,New York,42.165726,-74.948051,Mobile App,45365
P00016,Printer,320.75,1,On Hold,Matthew Myers,Hawaii,21.094318,-157.498337,Website,45365
P00018,Smartphone,1141.46,3,Delivered,Nathaniel Parrish,Wyoming,42.755966,-107.30249,Website,45365
P00014,Gaming Console,432.62,3,Canceled,Joseph Mendoza,California,36.116203,-119.681564,Physical,45365
P00022,Power Bank,98.96,2,On Hold,Elizabeth Carter,Indiana,39.849426,-86.258278,Mobile App,45365
P00016,Camera,1682.29,3,On Hold,Rose Lawrence,Delaware,39.318523,-75.507141,Phone,45365
P00017,Drone,1193.9,3,Delivered,Anthony Hansen,Maine,44.693947,-69.381927,Physical,45365
P00007,Camera,843.89,5,In Process,Adam Guerrero,Virginia,37.769337,-78.169968,Website,45365
P00023,Drone,1790.85,5,On Hold,Scott Vaughn,Vermont,44.045876,-72.710686,Physical,45365
P00008,Hard Disk,169.74,4,On Hold,Christopher Cochran,Pennsylvania,40.590752,-77.209755,Physical,45365
P00014,Hard Disk,83.66,4,On Hold,Erin Hicks,Connecticut,41.597782,-72.755371,Mobile App,45365
P00006,Keyboard,110.54,4,On Hold,Peter Flores,Nebraska,41.12537,-98.268082,Social Media,45365
P00007,Smart TV,1010.02,2,On Hold,Amanda Oneal,New York,42.165726,-74.948051,Physical,45365
P00009,Gaming Console,772,3,Delivered,Leon Brown,Tennessee,35.747845,-86.692345,Physical,45365
P00006,Smart TV,1665.2,1,Canceled,Michael Lee,Indiana,39.849426,-86.258278,Website,45365
P00015,Gaming Console,576.03,4,Canceled,John Powell,New Jersey,40.298904,-74.521011,Website,45365
P00011,Drone,2556.96,2,In Process,Joshua Bennett,North Carolina,35.630066,-79.806419,Website,45365
P00010,Hard Disk,166.58,2,Delivered,Mary Patterson,West Virginia,38.491226,-80.954456,Social Media,45365
P00013,Drone,2569.05,3,Delivered,Casey King,California,36.116203,-119.681564,Mobile App,45365
P00012,Smart Home Hub,499.61,4,Delivered,Craig Martin,Georgia,33.040619,-83.643074,Website,45365
P00008,Router,238.64,3,On Hold,Kristin Mcgrath,Hawaii,21.094318,-157.498337,Physical,45365
P00020,Keyboard,51.32,5,Delivered,William Sutton,New Hampshire,43.452492,-71.563896,Social Media,45365
P00011,Smartphone,611.48,1,Delivered,Donald Aguilar,Massachusetts,42.230171,-71.530106,Phone,45365
P00021,Graphics Card,1304.61,2,Delivered,Dr. Jeffrey Flowers,Florida,27.766279,-81.686783,Phone,45365
P00004,Gaming Console,577.33,1,Delivered,Keith Rodriguez,Ohio,40.388783,-82.764915,Physical,45365
P00006,Headphones,189.04,1,In Process,Jason Hardy,Rhode Island,41.680893,-71.51178,Mobile App,45365
P00004,Projector,953.43,4,On Hold,Ryan Walters,California,36.116203,-119.681564,Physical,45365
P00010,Keyboard,129.1,3,Delivered,Sarah Nelson,New York,42.165726,-74.948051,Social Media,45365
P00008,Printer,216.9,3,Canceled,Daniel Dalton,South Dakota,44.299782,-99.438828,Social Media,45365
P00022,Gaming Console,345.07,4,In Process,Jacob May,Colorado,39.059811,-105.311104,Mobile App,45365
P00003,Hard Disk,87.19,2,Delivered,Eric Lawrence,Minnesota,45.694454,-93.900192,Mobile App,45365
P00005,Headphones,286.7,2,On Hold,Tommy Bright,Maine,44.693947,-69.381927,Website,45365
P00014,Mouse,63.09,2,Canceled,Lindsay Boyd,Minnesota,45.694454,-93.900192,Social Media,45366
P00001,VR Headset,699.19,4,Canceled,Carmen Hamilton,Utah,40.150032,-111.862434,Social Media,45366
P00011,Hard Disk,139.72,4,Canceled,Spencer King,Iowa,42.011539,-93.210526,Website,45366
P00014,Router,59.37,2,Delivered,Victoria Rice,Montana,46.921925,-110.454353,Mobile App,45366
P00019,Scanner,390.69,2,On Hold,Anthony Valdez,Utah,40.150032,-111.862434,Phone,45366
P00002,Graphics Card,880.72,3,Canceled,Aaron Hoover,Illinois,40.349457,-88.986137,Physical,45366
P00014,Charger,39.95,1,In Process,William Bradford,Hawaii,21.094318,-157.498337,Social Media,45366
P00013,Camera,2150.72,2,In Process,Matthew Finley,Wisconsin,44.268543,-89.616508,Mobile App,45366
P00009,Mouse,26.27,2,In Process,Heather Schultz,Arkansas,34.969704,-92.373123,Social Media,45366
P00007,Hard Disk,148.46,2,Delivered,Joshua Duffy,Michigan,43.326618,-84.536095,Mobile App,45366
P00007,Smartphone,465.9,5,Canceled,Angela Fox,New Hampshire,43.452492,-71.563896,Social Media,45366
P00001,Smartwatch,138.25,5,Canceled,Ryan Coleman,Vermont,44.045876,-72.710686,Mobile App,45366
P00002,USB Drive,48.71,5,On Hold,William Young,Oregon,44.572021,-122.070938,Social Media,45366
P00004,Router,168.73,1,Canceled,Michelle Brown,Ohio,40.388783,-82.764915,Social Media,45366
P00024,Drone,1492.33,3,Canceled,Dustin Mullins,Minnesota,45.694454,-93.900192,Social Media,45366
P00019,Monitor,206.4,2,On Hold,Amy Hamilton,Indiana,39.849426,-86.258278,Phone,45366
P00014,Headphones,173.93,4,Delivered,Susan Ayala DVM,Virginia,37.769337,-78.169968,Mobile App,45366
P00018,Printer,185.28,3,On Hold,David James,Virginia,37.769337,-78.169968,Physical,45366
P00009,VR Headset,278.59,1,Canceled,Carlos Torres,Montana,46.921925,-110.454353,Phone,45366
P00014,Power Bank,37.46,3,Canceled,Jamie Hall,California,36.116203,-119.681564,Phone,45366
P00001,Drone,2460.9,1,Delivered,Gregory Jackson,Iowa,42.011539,-93.210526,Social Media,45366
P00016,Printer,142.99,2,Delivered,Samantha Simmons,Massachusetts,42.230171,-71.530106,Mobile App,45366
P00015,Tablet,530.49,2,On Hold,Cody Bennett,New Hampshire,43.452492,-71.563896,Website,45366
P00003,Tablet,480.81,3,On Hold,Jared Anderson,Alaska,61.370716,-152.404419,Mobile App,45366
P00011,USB Drive,37.93,3,In Process,Stacy Rose,South Dakota,44.299782,-99.438828,Social Media,45366
P00024,Scanner,302.71,4,On Hold,Jose Hart,New Jersey,40.298904,-74.521011,Mobile App,45367
P00003,Gaming Console,758.22,5,On Hold,Brian Stewart,North Dakota,47.528912,-99.784012,Website,45367
P00004,Keyboard,33.97,5,On Hold,Sean White,Connecticut,41.597782,-72.755371,Social Media,45367
P00004,Graphics Card,287.91,5,Canceled,Jeffrey Fletcher,Massachusetts,42.230171,-71.530106,Mobile App,45367
P00012,Printer,310.81,1,Canceled,Kevin Evans,Louisiana,31.169546,-91.867805,Mobile App,45367
P00022,Graphics Card,1789.42,5,Canceled,Elizabeth Berry,Massachusetts,42.230171,-71.530106,Phone,45367
P00023,Laptop,1983.74,5,Delivered,Jason Gardner,South Carolina,33.856892,-80.945007,Mobile App,45367
P00019,Smartphone,677.2,4,In Process,Colton Mendez,Oklahoma,35.565342,-96.928917,Phone,45367
P00023,Graphics Card,1986.92,4,In Process,Anthony Murray,Washington,47.400902,-121.490494,Physical,45367
P00020,Projector,537.67,5,Canceled,Dustin Cook,Arizona,33.729759,-111.431221,Website,45367
P00014,Laptop,1551.57,1,Delivered,Diane Garcia,Delaware,39.318523,-75.507141,Social Media,45367
P00013,Laptop,1959.72,1,Delivered,Cassandra Brown,Vermont,44.045876,-72.710686,Phone,45367
P00004,Router,102.78,1,In Process,Andrew Fuller,California,36.116203,-119.681564,Website,45367
P00018,Router,242.25,2,Delivered,Sandra Powell,New Jersey,40.298904,-74.521011,Phone,45367
P00002,Charger,43.08,5,In Process,Caroline Coleman,California,36.116203,-119.681564,Website,45367
P00005,Projector,250.89,3,Delivered,Erin Sandoval,Arizona,33.729759,-111.431221,Physical,45367
P00005,Hard Disk,186.09,1,On Hold,Rebekah Hodges,North Dakota,47.528912,-99.784012,Physical,45367
P00012,Drone,1675.99,2,In Process,Lynn Hall,West Virginia,38.491226,-80.954456,Physical,45367
P00009,Printer,267.45,5,In Process,Sabrina Murray,Ohio,40.388783,-82.764915,Website,45367
P00010,Projector,748.83,1,On Hold,Katie Castillo,Delaware,39.318523,-75.507141,Mobile App,45367
P00015,Tablet,755.66,3,In Process,Larry Becker,Tennessee,35.747845,-86.692345,Mobile App,45367
P00020,Smart TV,1731.46,2,In Process,Sarah Hernandez,New Jersey,40.298904,-74.521011,Physical,45367
P00016,Keyboard,88.01,2,In Process,Gilbert Spencer,Missouri,38.456085,-92.288368,Phone,45367
P00023,VR Headset,238.31,4,On Hold,Frank Collins,Massachusetts,42.230171,-71.530106,Physical,45367
P00014,Smartwatch,199.22,2,Delivered,Jared Brown,Georgia,33.040619,-83.643074,Mobile App,45367
P00018,Hard Disk,123.22,4,On Hold,Janet Martinez,Tennessee,35.747845,-86.692345,Phone,45367
P00004,Smart Home Hub,422.76,5,Delivered,Emily Baker,Connecticut,41.597782,-72.755371,Social Media,45367
P00005,Mouse,59.19,3,Canceled,Kelly Hughes,Montana,46.921925,-110.454353,Mobile App,45367
P00011,Smart TV,365.54,3,Delivered,Laura Bean,Vermont,44.045876,-72.710686,Website,45367
P00020,USB Drive,27.58,1,In Process,Heather Sheppard,New York,42.165726,-74.948051,Physical,45367
P00006,Hard Disk,111.06,1,Delivered,James Mullen,Wyoming,42.755966,-107.30249,Social Media,45367
P00010,Smartwatch,110.99,2,Delivered,Gerald Hart,Colorado,39.059811,-105.311104,Social Media,45367
P00004,Monitor,526.01,3,In Process,Nicole Hernandez,Arizona,33.729759,-111.431221,Social Media,45367
P00011,USB Drive,11.68,3,On Hold,Alexandra Woods,Connecticut,41.597782,-72.755371,Mobile App,45367
P00007,Smartphone,877.63,1,In Process,Kim Ortiz,Colorado,39.059811,-105.311104,Physical,45368
P00019,Headphones,194.77,3,In Process,Dana Nichols,Pennsylvania,40.590752,-77.209755,Mobile App,45368
P00012,Hard Disk,64.75,3,Canceled,Maria Lara,Kansas,38.5266,-96.726486,Social Media,45368
P00011,Charger,23.13,5,Delivered,Brittany Morgan,Kansas,38.5266,-96.726486,Physical,45368
P00021,Charger,39.35,3,Canceled,Karen Kelly,Montana,46.921925,-110.454353,Website,45368
P00015,Mouse,36.58,2,Delivered,Elizabeth Tapia,Nebraska,41.12537,-98.268082,Mobile App,45368
P00012,Smart Home Hub,377.22,4,Delivered,Mark Lewis,West Virginia,38.491226,-80.954456,Website,45368
P00015,Scanner,380.27,5,In Process,Shelby Roth,Florida,27.766279,-81.686783,Phone,45368
P00009,Headphones,216.01,3,Delivered,Anthony Davis,Illinois,40.349457,-88.986137,Mobile App,45368
P00012,Projector,642.7,4,Canceled,Michael Campbell,South Carolina,33.856892,-80.945007,Social Media,45368
P00024,Camera,1782.76,5,Delivered,Jeremy Lambert,Florida,27.766279,-81.686783,Website,45368
P00013,Hard Disk,96.18,2,Delivered,Christopher Andrews,Mississippi,32.741646,-89.678696,Phone,45368
P00008,Smartwatch,379.08,3,Canceled,Aaron Sherman,Wisconsin,44.268543,-89.616508,Phone,45368
P00015,Power Bank,93.35,2,Delivered,Patricia Ramirez,Ohio,40.388783,-82.764915,Physical,45368
P00005,Scanner,264.25,3,In Process,Michael Bowman,Oregon,44.572021,-122.070938,Physical,45368
P00004,Power Bank,98.42,1,Delivered,Jean Walsh,Minnesota,45.694454,-93.900192,Mobile App,45368
P00020,Drone,2904.2,1,On Hold,Emma Phillips,Louisiana,31.169546,-91.867805,Physical,45368
P00003,Charger,19.17,3,On Hold,Matthew Schroeder,Nevada,38.313515,-117.055374,Phone,45368
P00012,Power Bank,39.76,2,On Hold,Jacob Smith,New Hampshire,43.452492,-71.563896,Physical,45368
P00001,Router,143.01,1,Canceled,Kelly Ortiz,Wyoming,42.755966,-107.30249,Website,45368
P00018,Router,115.72,1,In Process,Dawn Sanchez,Arkansas,34.969704,-92.373123,Social Media,45368
P00023,Tablet,306.14,3,Canceled,Chelsea Myers,North Carolina,35.630066,-79.806419,Website,45368
P00005,Router,76.45,1,In Process,Samantha Bailey,Utah,40.150032,-111.862434,Phone,45368
P00018,Gaming Console,599.71,3,On Hold,Nicholas Robbins,Nebraska,41.12537,-98.268082,Mobile App,45368
P00017,Smart Home Hub,238.56,3,Canceled,David Carpenter,Mississippi,32.741646,-89.678696,Website,45368
P00014,Speaker,198.2,1,In Process,Amber Miller,Wisconsin,44.268543,-89.616508,Mobile App,45368
P00012,Monitor,977.49,2,In Process,John Petty,Wyoming,42.755966,-107.30249,Phone,45368
P00006,Charger,21.91,2,On Hold,Brianna Rodriguez,New York,42.165726,-74.948051,Phone,45368
P00002,Power Bank,62.37,5,Delivered,Ryan Klein,Maryland,39.063946,-76.802101,Mobile App,45369
P00004,Smart TV,867.96,4,Delivered,Melissa Glass,North Carolina,35.630066,-79.806419,Mobile App,45369
P00019,Hard Disk,121.36,5,On Hold,Francisco Lawson,California,36.116203,-119.681564,Mobile App,45369
P00017,Smart Home Hub,492.49,2,In Process,Corey Crawford,Nevada,38.313515,-117.055374,Social Media,45369
P00014,USB Drive,49.99,2,On Hold,Kathryn Villa,New Mexico,34.840515,-106.248482,Website,45369
P00014,Smartphone,556.54,1,Delivered,Steven Powers,Minnesota,45.694454,-93.900192,Social Media,45369
P00010,VR Headset,766.17,4,Canceled,Ruth Garza,Missouri,38.456085,-92.288368,Phone,45369
P00002,USB Drive,40.96,3,On Hold,Christina Rodriguez,Wyoming,42.755966,-107.30249,Mobile App,45369
P00011,Printer,478.57,1,Delivered,David Terry,North Dakota,47.528912,-99.784012,Phone,45369
P00001,VR Headset,510.66,5,In Process,Justin Johnson,Tennessee,35.747845,-86.692345,Website,45369
P00017,Gaming Console,795.58,2,On Hold,Katrina Cobb,Rhode Island,41.680893,-71.51178,Website,45369
P00021,Scanner,307.26,3,Delivered,Wendy Hancock,Washington,47.400902,-121.490494,Mobile App,45369
P00009,Smart TV,787.46,1,Delivered,Edward Johnson,Florida,27.766279,-81.686783,Website,45369
P00010,Scanner,345.51,4,On Hold,Donald Baker MD,New Mexico,34.840515,-106.248482,Mobile App,45369
P00004,Smart Home Hub,149.34,4,In Process,Antonio Burns,Mississippi,32.741646,-89.678696,Website,45369
P00008,Hard Disk,63.28,3,Canceled,Willie Knapp,Connecticut,41.597782,-72.755371,Phone,45369
P00017,Keyboard,94.12,2,On Hold,Anthony Velez,Tennessee,35.747845,-86.692345,Phone,45369
P00009,Scanner,236.94,5,On Hold,Tracy Smith,Maine,44.693947,-69.381927,Mobile App,45369
P00017,Gaming Console,563.92,5,In Process,Cheyenne Davila,Texas,31.054487,-97.563461,Phone,45369
P00008,Power Bank,51.37,4,In Process,Garrett Nichols,Florida,27.766279,-81.686783,Mobile App,45369
P00021,Scanner,306.33,5,Delivered,Rebekah Lawson,New Hampshire,43.452492,-71.563896,Social Media,45369
P00008,Scanner,118.64,5,Canceled,Yolanda Jones,Montana,46.921925,-110.454353,Social Media,45369
P00018,Keyboard,36.82,4,Delivered,Robert Orr,Missouri,38.456085,-92.288368,Social Media,45369
P00022,Tablet,416.45,2,Canceled,Paul Greene,South Dakota,44.299782,-99.438828,Mobile App,45369
P00003,Hard Disk,111.56,4,In Process,Terri Strickland,Utah,40.150032,-111.862434,Physical,45369
P00021,USB Drive,11.95,2,In Process,Paul Russell,South Carolina,33.856892,-80.945007,Website,45369
P00013,Scanner,197.72,3,Delivered,James Steele,North Dakota,47.528912,-99.784012,Physical,45369
P00006,Smart TV,354.3,5,On Hold,Jean Cisneros,Wyoming,42.755966,-107.30249,Mobile App,45369
P00016,Smart TV,1773.54,1,Delivered,Caitlin Thomas,Virginia,37.769337,-78.169968,Physical,45370
P00017,Scanner,307.62,3,Delivered,William Sanchez,Wisconsin,44.268543,-89.616508,Physical,45370
P00016,Mouse,38.56,5,In Process,Jeremy Nunez,Mississippi,32.741646,-89.678696,Website,45370
P00007,USB Drive,7.57,5,In Process,Cindy Hamilton,South Carolina,33.856892,-80.945007,Phone,45370
P00007,Printer,490.01,4,On Hold,Michael Cooke,Maine,44.693947,-69.381927,Social Media,45370
P00001,Smartwatch,277.92,5,Canceled,Thomas Waters,South Carolina,33.856892,-80.945007,Physical,45370
P00012,Gaming Console,317.05,3,Canceled,Diana Moore,Rhode Island,41.680893,-71.51178,Mobile App,45370
P00001,Camera,2218.91,3,On Hold,Tiffany Wolf,Arizona,33.729759,-111.431221,Physical,45370
P00015,Projector,382.74,5,On Hold,Ryan Massey,Hawaii,21.094318,-157.498337,Website,45370
P00023,Tablet,532.32,5,On Hold,Michelle Dixon,New York,42.165726,-74.948051,Website,45370
P00012,Keyboard,124.63,2,On Hold,Kelly Green,Tennessee,35.747845,-86.692345,Website,45370
P00012,Speaker,363.54,2,Canceled,Mikayla Ross,Oklahoma,35.565342,-96.928917,Physical,45370
P00017,Tablet,398.6,3,On Hold,Anna Reese,Nebraska,41.12537,-98.268082,Website,45370
P00017,Power Bank,61.87,2,In Process,Dustin Collier,North Dakota,47.528912,-99.784012,Phone,45370
P00011,Printer,190.91,1,Canceled,Jorge Blankenship,Maryland,39.063946,-76.802101,Website,45370
P00013,Hard Disk,184.46,2,Canceled,Nicholas Carpenter,Florida,27.766279,-81.686783,Phone,45370
P00015,Router,207.26,1,Delivered,Jeffrey Black,Wisconsin,44.268543,-89.616508,Mobile App,45370
P00001,Gaming Console,562.79,1,Canceled,Laura Dickson,Arizona,33.729759,-111.431221,Phone,45370
P00001,USB Drive,39.12,3,Canceled,Vincent Gomez,Michigan,43.326618,-84.536095,Social Media,45370
P00009,VR Headset,345.04,2,In Process,Kevin Richards,New Jersey,40.298904,-74.521011,Mobile App,45370
P00009,Laptop,1723.21,4,On Hold,Christopher Stanley,Florida,27.766279,-81.686783,Phone,45370
P00008,Gaming Console,725.23,4,Delivered,Antonio Mullins,Colorado,39.059811,-105.311104,Physical,45370
